bad app not work open showing / fix ,-0.368
update ,0.0
Good ,1.0
Nice ,1.0
Don t use hurry Waiting times long original decent not waiting ,0.204
new money postpaid policy ! busy life possible forget pay date add late fine directly day one u miss day imagine u taken ride pay slipped ur mind pay time Hey ! want close money postpaid account suggest not find app ,-0.125
Nice app ,0.737
Good ,1.0
option not working one week ,0.0
Good ,1.0
Slow service poor service ,-0.508
not able utilize money pay despite sufficient balance money tried validate app showing nt received reply despite making Kindly fix error ,-0.162
Best ,1.0
issue location ,0.0
Best place pick ride ,0.583
cheatee ,0.0
booking ,0.0
Great ,1.0
,0.0
Recently cab routine medical check booking prefer card payment double check reaching destination trip trip pathetic driver pay bill cash payment option chosen help desk change policy booking cab need payment reaching destination payment option converted cash ,0.026999999999999996
new innovational plate totally not unique difference one ,0.0
good ,1.0
Good ,1.0
CHARGE ESTIMATE PRICE support not responsive u not response ,0.05499999999999999
Good ,1.0
Not available available hardly come correctly forced cancel ride cancellation fee worst facility app customer support hardly functional correct quickly possible ,-0.215
wonderful rid ,0.787
Worst ,-1.0
driver cancel destination urgency highly bound exchange fare ridiculous experience ! ! ! ,-0.402
Super ,1.0
Super ,1.0
Failure connect time ! ,-0.642
,0.0
Blocked account abruptly no reason given ,-0.518
Worst experience booked cab sister not feeling cab driver not locked no came ride book left place car not driver purposely cancel ride ,-0.066
,0.0
Good ,1.0
good ride ,0.744
,0.0
,0.0
Not bad needs improvement Unlike no live ongoing ride cost trip Crazy ! ,-0.24900000000000003
Took arrive Driver stopped ride middle journey Support no help refund ,0.07900000000000001
Best ,1.0
Worst app jab higher normal ,-0.506
Worst service ,-0.804
,0.0
Good good gor emergency ,0.33999999999999997
location not set accurate ,0.0
Good ,1.0
good experience ,0.744
Great ,1.0
poor ,-1.0
,0.0
,0.0
better ,1.0
pickup short distance not cancel ,0.303
Worst service not use voucher way expensive ,-0.406
expensive unhappy Not pleasant experience scam Install s better ,0.026000000000000023
,0.0
Worst ,-1.0
Good ,1.0
bad data taking time not time ,-0.412
excellent ,1.0
Good ,1.0
coming bill coming billed not reason taking money ,0.0
Stop phone ,-0.688
Superb ,1.0
Good ,1.0
No available important urgent ,0.20500000000000002
blocked account ,-0.677
,0.0
useful faster ,0.744
Great app getting minor occur multiple ,0.451
stop ur business ,-0.524
App not assign close location tried twice car multiple map ! times ,0.0
basketball horrific cockfighting struck duck coco Chuck misunderstand ,-0.64
Worst App verification like hell logged ,-0.437
bad app driver correct location cancel ride time play extra ride bad application ,-0.323
Amazing cab ,0.792
Good ,1.0
nice ,1.0
Good ,1.0
,0.0
worst blaming account valid suggest not worst app ,-0.695
bad experience Booked outstation Driver ended ride Midway took payment ride total distance travelled customer care available help scam running pan nation app customer care support refund ,0.11499999999999999
,0.0
Good ,1.0
Worst app ,-0.804
Good ,1.0
Waste app ,-0.737
Nice ,1.0
mean literally cab service app not load ,0.0
Half not know use life lot not coming pick location supposed mixed experience ,0.0
Best ,1.0
high auto meter charge poor auto meter ,-0.341
,0.0
Worst Service seen cheating charging Customer wallet Pathetic experience recommend ,-0.44699999999999995
Superb ,1.0
Good ,1.0
bad service shall / not use ,-0.467
Good ,1.0
best service app ,0.677
Good ,1.0
best ,1.0
s getting worse day day Auto worst auto cancel trip difference auto ? auto pathetic ,-0.589
time login account blocked time mail grievance mail d not getting support use app unhappy service ,-0.483
,0.0
useful app Easy use ,0.744
Latest update app worst seen bad improvisation app ,-0.559
Not bad ,0.74
nice service ,0.737
nice Riding ,0.737
not th new app difficult locate pay ,-0.438
App getting worst day day ,-0.506
Good ,1.0
good ,1.0
app wrong location bad talk rudely cancel ride / rare chance ride available locality giving star not ,-0.28200000000000003
Good ,1.0
app wastage time ,0.0
V v nice app ,0.737
User friendly ,0.762
Good ,1.0
Best app ,0.808
useful app ,0.744
near ! ,0.0
new version ,0.0
Smart & helpful app ,0.846
Gud ,0.0
APP MONEY SAVER ,0.0
Good ,1.0
s app ,0.0
Frist time gone car came late ,0.0
No ,-1.0
Time car ,0.0
blocked account no reason send mail taking action user bizarre ,-0.485
Nice app ,0.737
Nice service ,0.737
Good ,1.0
Good one ,0.744
fine ,1.0
T & Privacy Policy & not open sort company afraid provide ? app not let enable Location deliberately not detect address correctly & invariably one waiting time walking couple reach car allow input pick - address business ,0.094
t login calling confirmation not confirmation ,0.0
not got ,0.0
Nice ,1.0
,0.0
Good ,1.0
Waste No log inn tried times ,-0.556
Good ,1.0
Good ,1.0
reflecting booking ride thrice want good service not suggest app Thank bad experience booking ride app not app ,-0.06
Hate ! ,-1.0
Worst ,-1.0
Good Update ,0.744
five minute ride Cost got time stamp app prove gave Cheap steal ,-0.225
good ,1.0
Excellent ,1.0
expensive ,0.0
ride fare high like app pick drop price phone pick drop happening ! regularly charging office staff start thank ,0.04600000000000001
Waste time Premium friendly app ,0.044999999999999984
Simple improve ,0.744
Pick ,0.0
Great work Company better Company love app Customer app no hope Company Company Company ass big time ,0.273
good device start app ride going booked driver way cancel ride ,0.065
Tried create account app not let enter hyphen ( double - ) not not chance use app use Bolt instead ;) ,0.27
Good ,1.0
unfair ,-1.0
Experience depending area Reasonable priced times wait long time lack credit following ; H NU ,0.019000000000000017
Worst switch ,-0.804
Easy use ,0.744
,0.0
t access account home page number verify saying issue No contact number understand sort Not ,0.025999999999999995
t work time annoyingly app not tell driver drop watching drive away not know Don t use need work :/ ,-0.028999999999999998
High Price u compare best money better install ,0.587
Good ,1.0
power ,0.0
Excellent ,1.0
,0.0
Worst experience ,-0.804
nice ,1.0
Good one ,0.744
Mast ,0.0
Nice ,1.0
Great app ease overall great experience ,0.781
Worst app worst app cab getting booked th time happening app s worst ,-0.577
need comfort : moment available one definitely book endorse life ! : good job good app voucher not apply ,0.553
Amazing thanks ,1.0
Thanks ,1.0
Support useless try entering concern showing error ,-0.23
Nice app ,0.737
Nice ,1.0
Good ,1.0
Worst app blocked account sent sorry inconvenience said resolve shortly not not customer support Bloody waste time competitor understand customer service ,-0.17900000000000002
Not easy use Real time update ride ,-0.286
Nice ,1.0
,0.0
balance zero ride ,0.0
New generation blow mind ! ! ! ! ,0.0
app booking not banking related Voice based authentication main thing not work ha e tried times ,-0.127
Best app booking cab ,0.583
Nice ,1.0
nice ,1.0
Pathetic Outstation driver s allowance final bill not add driver s allowance cost & anyways going charge final bill app needs option change rating ride ,-0.15
Tried finding ride hour not find actually need ,0.0
Worst app ,-0.804
good ,1.0
love like / d high demand Worst experience got ,0.07200000000000001
bad auto service app driver took road blocked return extra ,-0.412
bad app t find ,-0.636
days pain search cab driver reach driver come fast cheap n pain ass ,-0.46900000000000003
service time no available ,-0.423
Nice ,1.0
Good ,1.0
Nice ,1.0
Good job ,0.744
rate distance ,0.0
One driver nt attempt drive drove past carried tried contact ,0.0
driver ride waiting calling ? ,0.0
Good ,1.0
ride faster smooth better ,0.492
/ help ,1.0
Nice ,1.0
Great ,1.0
worst availability type ride needs ,-0.506
Good ,1.0
wow ,1.0
worst ,-1.0
avoid Worse experience ,-0.841
Worst cab service best ,0.009999999999999953
Good ,1.0
cab booked near not mean / coming minute like app minute cab arrive later s waste time ,-0.015999999999999986
Sir ride free ,0.623
got worst Unable login Zero rating Uninstalled ,-0.406
Nice cab app ,0.583
selective come cancel complain petty like security registration ,-0.09900000000000003
good ,1.0
Good little expensive ,0.592
Awesome app app n love / help ,0.846
Worst app driver rude service worst ,-0.789
Excellent ,1.0
not know talk ,0.0
Rude behaviour ,-0.75
Easy app use trip ended half trip ,0.326
complicated Price high ,0.0
best no : red heart : ,0.238
unprofessional tried clear post money got added money wallet later got clear told want use money wallet clear executive said pay money previously later use doubled NOT OPT POSTPAID / peak like greedy business ,0.10500000000000001
Ye app coupon de booking accept ,0.342
irresponsive related ride later Driver not came min ride ,0.0
good seriously need continue auto house time # ,0.125
review actually available despite wait times negligible hour ,0.0
,0.0
going app Charging extra cancellation valid reason booked ride driver away reaching destination driver told destination come booking no option reason No money value No customer respect service ,0.019000000000000017
Worst experience ! ! ! ! ! supposed pay according app driver pay mention supposed pay driver extra ,-0.513
Like like share experience not safe information given booked auto location driver drop location soon said nearest point person telling exact drop location phone / totally unsafe not trust Worthy ,-0.119
search availability comes high fare Completely useless emergency good resort ,-0.174
understand prefer cash payment morning / ride talk driver easy use money educate money ,0.195
Service degrading day day u check fare booking different destination charge like fraud deal dislike cab ,-0.325
Good ,1.0
company ,0.0
Nice ,1.0
Good ,1.0
th main h block ,-0.592
disappointed No found waste time worth money ,-0.477
,0.0
,0.0
Good ,1.0
,0.0
helpful ,1.0
Hopeless lost phone unable reach support driver not respond ! ! ! ,-0.15799999999999997
Ultimate plan Flex ! Useless customer service different thing stick ! ,-0.297
Bad ,-1.0
Retard time sense bad support no action driver improper fare switch Terrible service ,-0.41500000000000004
Good ,1.0
- min cancel ride wasting time ,-0.61
increase day day install mobile removing ,0.315
Nice ,1.0
Good ,1.0
costly ,-1.0
worst cab booking service ,-0.577
Good ,1.0
Worst app not coming time high normal fare ,-0.369
great experience ,0.804
Outstation door step instead ,0.0
blocked second account nt know hell happening app lot problem Customer care useless not hand nt know hell wrong ,-0.526
thing great thing booked auto auto location deal stuff ,0.339
not payment customer care not time no proper response ,-0.064
Great ,1.0
Nice app ,0.737
,0.0
Terrible Booked ride Driver away ,-0.437
Good service ,0.744
Best : red heart : : red heart : ,0.512
,0.0
Excellent ,1.0
Good ,1.0
app seen Cab hour ,0.0
No customer feedback taken refund process slow policy ,-0.239
Fake company aa company aa ,-0.437
chance rate star love not try book cab ,0.508
Good ,1.0
Good ,1.0
not want wait cab arrive ? payment driver cancel ride soon payment ? customer suffer ? Absolutely unethical ,-0.497
RATE GARBAGE times payment method find no payment open Pay app wait retry stupid ride close completion FORCED pay cash s cheap tactic force pay cash bunch proudly going rip people ! Way : D ,-0.24700000000000003
Super ,1.0
,0.0
Good ,1.0
nice ,1.0
taking time ,0.0
best app service ,0.677
Login procedure not l try procedure times number procedure ,0.157
fine ,1.0
,0.0
,0.0
good ,1.0
Gud ,0.0
,0.0
good ,1.0
Best app Year ,0.677
Good ,1.0
Nice ,1.0
( Honest review ) app simple easy fast driver ride fine money driver come late took different road pick location automatically increase fair cost giving message yeah not fault app fault advantage enjoy ,0.574
Good ,1.0
Worst app loading destination ,-0.577
good ,1.0
