Good ,1.0
Bad ,-1.0
Ggg ,0.0
Vera level game ,0.0
Nice ,1.0
like ,1.0
masthai ,0.0
nice ,1.0
Sharim ,0.0
Time pass ,0.0
good app ,0.744
Best game saw Love ,0.808
Amazing game ,0.792
negative mark ,-0.787
best game play game ,0.767
Akshita tomar ,0.0
Nice ,1.0
Super ,1.0
Joux tree belle ,0.0
Super ,1.0
Rout not good plz repair roads ,-0.476
Thanks ll r u days end know sure r u m not gon na tonight m not gon na home evening kids kids like heard hell ,0.10900000000000001
Superb ,1.0
fun game ! ! ! ,0.807
Nice game ,0.737
Wonder ,0.0
Messi ,0.0
Wow like ,1.0
Templerun ,0.0
Not good not bad ,-0.705
like game ,0.714
Awesome ,1.0
Temple run ,0.0
Nice game ,0.737
game beautiful love game ,0.802
LOVE SIMPLICITY THATS ,0.677
Mast ,0.0
Super interesting game ,0.868
Samikshya ,0.0
,0.0
nice game ,0.737
Super ,1.0
love game ,0.808
Haaayyyyeee ,0.0
,0.0
love temel run like love : red heart::red heart::red heart::red heart::red heart::red heart::red heart::red heart::red heart::red heart::red heart::red heart::red heart::red heart::red heart::red heart::red heart::red heart::red heart::red heart::red heart::red heart::red heart::red heart::red heart::red heart::red heart::red heart : : red heart::red heart::red heart::red heart::red heart::red heart::red heart::red heart::red heart::red heart::red heart::red heart::red heart::red heart::red heart::red heart::red heart::red heart::red heart::red heart::red heart::red heart::red heart::red heart::red heart::red heart::red heart : ,0.156
Tilt not work ,0.0
bad ,-1.0
Pavani Va ,0.0
game terrible freezes time n d bad things ,-0.72
Temple run ,0.0
pritom sonowal ,0.0
Time pass game students ,0.0
Nice gane ,0.737
Binu ,0.0
love ,1.0
good game ! ,0.761
Waav ,0.0
good bro ,0.744
love game ,0.808
Super ,1.0
Good ,1.0
Templ Run ,0.0
Bad ,-1.0
fun ,1.0
Temple Run Got Learn Rate Ap ,0.0
,0.0
good game ,0.744
love game ,0.808
gest entertainment Phone gets hanging Got complante ,0.318
temple run ,0.0
l ,0.0
Awesome ,1.0
Taking long download ,0.0
Cool game ,0.697
Super ,1.0
game great ,0.804
Temple run ,0.0
Dwarak rowdy ,0.0
best : red heart : ,0.677
Templerun ,0.0
Good ,1.0
open ,0.0
good game ,0.744
templerun ,0.0
good ,1.0
Good ,1.0
,0.0
Ismail gems ,0.0
good game love game second update spoiled game ,0.542
s gud play ,0.706
Cool Good ,1.0
game great WAY adds ,0.577
super nice dis game ,0.77
Best game ,0.808
Temple run Rat app ,0.0
time pass game ,0.0
like game five stars ,0.455
satisfying ( ) wish annoying ads stop coming ,0.063
Temple run ,0.0
Happy like play temple run ,0.811
